,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
1930,FL,106.0,area_code_408,no,yes,32.0,165.9,126.0,28.2,216.5,93.0,18.4,173.1,86,7.79,14.1,8.0,3.81,4.0,no
1931,IL,87.0,area_code_510,no,no,0.0,231.3,105.0,39.32,171.7,108.0,14.59,67.7,136,3.05,13.0,6.0,3.51,1.0,no
1932,NV,91.0,area_code_408,no,no,0.0,133.7,75.0,22.73,195.3,87.0,16.6,280.5,89,12.62,5.9,2.0,1.59,0.0,no
1933,DC,,area_code_415,no,no,,,,,,,,,111,,,,,,no
1934,MI,135.0,area_code_415,no,no,0.0,239.9,91.0,40.78,177.1,104.0,15.05,217.2,118,9.77,5.9,3.0,1.59,2.0,no
1935,DC,121.0,area_code_408,no,no,0.0,168.6,121.0,28.66,168.6,94.0,14.33,95.3,59,4.29,12.3,4.0,3.32,1.0,no
1936,KS,36.0,area_code_510,no,no,0.0,178.6,83.0,30.36,213.1,103.0,18.11,198.0,119,8.91,10.9,5.0,2.94,1.0,no
1937,DE,147.0,area_code_510,no,no,0.0,209.4,104.0,35.6,132.5,78.0,11.26,149.4,123,6.72,11.3,3.0,3.05,2.0,no
1938,IN,87.0,area_code_510,no,no,0.0,189.5,113.0,32.22,204.9,100.0,17.42,221.7,93,9.98,13.4,3.0,3.62,1.0,no
1939,MT,111.0,area_code_408,no,no,0.0,142.3,75.0,24.19,122.8,106.0,10.44,229.5,94,10.33,12.8,9.0,3.46,2.0,no
1940,WY,,area_code_415,no,no,0.0,147.1,80.0,25.01,199.7,100.0,16.97,160.7,106,7.23,13.7,7.0,3.7,0.0,no
1941,UT,,area_code_510,no,no,0.0,123.8,107.0,21.05,319.0,125.0,27.12,237.6,78,10.69,7.3,4.0,1.97,2.0,no
1942,DC,123.0,area_code_415,no,no,0.0,211.0,92.0,35.87,217.0,102.0,18.45,214.8,104,9.67,9.8,7.0,2.65,3.0,no
1943,WI,114.0,area_code_415,no,yes,-1.0,137.1,88.0,23.31,155.7,125.0,13.23,247.6,94,11.14,11.5,7.0,3.11,2.0,no
1944,VT,60.0,area_code_415,no,no,0.0,193.9,118.0,32.96,,110.0,7.23,210.1,134,9.45,13.2,8.0,3.56,3.0,no
1945,NM,,area_code_415,no,no,,,,,,,,,107,,,,,,no
1946,NE,139.0,area_code_415,no,no,0.0,2104.8,103.0,35.89,1138.9,108.0,17.59,193.9,70,8.73,5.6,4.0,1.51,0.0,no
1947,MD,107.0,area_code_415,no,no,0.0,294.9,71.0,50.13,192.8,78.0,16.39,148.1,87,6.66,13.2,5.0,3.56,1.0,yes
1948,TN,115.0,area_code_415,no,no,0.0,2027.1,113.0,35.05,1108.4,102.0,14.99,297.1,119,13.37,11.0,7.0,2.97,1.0,no
1949,IA,158.0,area_code_415,no,no,0.0,158.0,106.0,26.86,292.5,114.0,24.86,241.1,89,10.85,9.1,4.0,2.46,1.0,no
1950,IN,205.0,area_code_510,no,no,0.0,49.9,123.0,8.48,150.7,81.0,12.81,188.2,67,8.47,10.1,4.0,2.73,2.0,no
1951,OR,149.0,area_code_415,no,no,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80,9.88,10.0,3.0,2.7,3.0,yes
1952,UT,133.0,area_code_408,no,yes,44.0,174.0,80.0,29.58,209.4,113.0,17.8,224.1,87,10.08,14.1,7.0,3.81,2.0,yes
1953,IL,101.0,area_code_415,no,no,0.0,124.8,66.0,21.22,257.2,85.0,21.86,193.2,115,8.69,13.4,4.0,3.62,0.0,no
1954,MD,204.0,area_code_510,no,no,0.0,205.2,145.0,34.88,154.8,95.0,13.16,191.4,77,8.61,14.1,,3.81,3.0,no
1955,WI,,area_code_510,no,no,0.0,154.0,67.0,26.18,225.8,118.0,19.19,265.3,86,11.94,3.5,3.0,0.95,1.0,no
1956,CA,124.0,area_code_408,yes,no,0.0,244.6,89.0,41.58,188.8,80.0,16.05,206.0,114,9.27,11.3,4.0,3.05,1.0,no
1957,TN,93.0,area_code_510,yes,no,0.0,2144.2,114.0,28.63,1208.0,127.0,23.46,196.2,48,8.83,11.4,3.0,3.08,1.0,no
1958,CT,67.0,area_code_415,no,no,0.0,115.5,70.0,19.64,252.2,143.0,21.44,208.9,91,9.4,7.5,6.0,2.03,0.0,no
1959,OR,98.0,area_code_415,no,yes,38.0,213.7,61.0,36.33,253.0,104.0,21.51,207.7,73,9.35,10.7,5.0,2.89,2.0,no
1960,ME,66.0,area_code_510,no,no,0.0,207.7,85.0,35.31,196.7,112.0,16.72,261.7,83,11.78,6.8,3.0,1.84,1.0,no
1961,OH,162.0,area_code_415,no,no,0.0,2045.8,98.0,22.98,1174.0,107.0,20.57,246.9,96,11.11,10.2,2.0,2.75,2.0,no
1962,IL,,area_code_510,no,no,0.0,108.3,87.0,18.41,183.6,116.0,15.61,176.6,109,7.95,13.5,2.0,3.65,0.0,no
1963,VA,132.0,area_code_510,no,no,0.0,81.1,86.0,13.79,245.2,72.0,20.84,237.0,115,10.67,10.3,2.0,2.78,0.0,no
1964,WY,164.0,area_code_510,no,no,0.0,160.6,111.0,27.3,163.2,126.0,13.87,187.1,112,8.42,9.0,,2.43,1.0,no
1965,WY,94.0,area_code_510,no,no,0.0,271.2,105.0,46.1,202.6,105.0,17.22,221.6,51,9.97,11.5,3.0,3.11,3.0,yes
1966,GA,,area_code_415,no,no,,,,,,,,,124,,,,,,no
1967,UT,48.0,area_code_510,no,yes,43.0,172.0,111.0,29.24,200.2,64.0,17.02,233.1,96,10.49,8.0,5.0,2.16,1.0,no
1968,TX,28.0,area_code_415,no,no,0.0,159.7,79.0,27.15,216.7,131.0,18.42,206.7,116,9.3,9.3,3.0,2.51,2.0,no
1969,ID,77.0,area_code_510,no,no,0.0,189.5,112.0,32.22,207.0,95.0,17.6,214.1,91,9.63,9.2,7.0,2.48,0.0,no
1970,WA,141.0,area_code_415,no,no,-9.0,151.5,104.0,25.76,242.2,114.0,20.59,304.2,109,13.69,10.8,2.0,2.92,1.0,no
1971,MS,65.0,area_code_415,no,no,0.0,136.1,112.0,23.14,272.9,96.0,23.2,220.2,104,9.91,4.4,2.0,1.19,1.0,no
1972,WY,32.0,area_code_408,no,no,0.0,171.2,82.0,29.1,185.6,102.0,15.78,203.3,64,9.15,10.2,7.0,2.75,1.0,no
1973,ID,119.0,area_code_415,no,no,0.0,159.1,114.0,27.05,231.3,117.0,19.66,143.2,91,6.44,8.8,3.0,2.38,5.0,yes
1974,MI,86.0,area_code_510,no,yes,41.0,119.0,101.0,20.23,230.0,134.0,19.55,236.9,58,10.66,9.5,3.0,2.57,0.0,no
1975,AR,85.0,area_code_415,no,no,0.0,96.7,97.0,16.44,193.8,95.0,16.47,171.7,88,7.73,9.7,3.0,2.62,2.0,no
1976,UT,,area_code_408,no,yes,26.0,145.8,108.0,24.79,192.2,89.0,16.34,165.1,96,7.43,9.9,2.0,2.67,1.0,no
1977,MT,,area_code_415,no,no,,,,,,,,,94,,,,,,yes
1978,MN,161.0,area_code_415,no,yes,39.0,218.5,76.0,37.15,112.7,94.0,9.58,205.1,121,9.23,7.3,4.0,1.97,1.0,no
1979,WV,63.0,area_code_510,no,no,0.0,132.9,122.0,22.59,67.0,62.0,5.7,160.4,121,7.22,9.9,2.0,2.67,3.0,no
1980,PA,106.0,area_code_408,yes,no,0.0,133.7,45.0,22.73,187.8,107.0,15.96,181.9,89,8.19,10.7,2.0,2.89,1.0,yes
1981,ID,88.0,area_code_415,no,no,0.0,55.6,65.0,9.45,,121.0,20.63,176.3,134,7.93,11.3,4.0,3.05,0.0,no
1982,SD,104.0,area_code_510,no,no,-7.0,234.2,128.0,39.81,293.1,92.0,24.91,183.9,79,8.28,9.8,6.0,2.65,0.0,yes
1983,MD,93.0,area_code_510,yes,no,0.0,131.4,78.0,22.34,219.7,106.0,18.67,155.7,103,7.01,11.1,2.0,3.0,1.0,yes
1984,KY,110.0,area_code_510,no,no,-7.0,99.4,62.0,16.9,275.0,86.0,23.38,212.1,94,9.54,16.7,3.0,4.51,2.0,no
1985,SC,99.0,area_code_415,no,yes,-9.0,179.1,93.0,30.45,238.3,102.0,20.26,165.7,96,7.46,10.6,1.0,2.86,2.0,no
1986,IL,130.0,area_code_415,no,no,0.0,155.9,95.0,26.5,256.1,97.0,21.77,262.9,103,11.83,11.7,3.0,3.16,3.0,no
1987,SD,93.0,area_code_510,no,no,0.0,328.1,106.0,55.78,151.7,89.0,12.89,303.5,114,13.66,8.7,3.0,2.35,1.0,yes
1988,NY,104.0,area_code_415,no,no,0.0,156.2,93.0,26.55,193.0,54.0,16.41,222.7,94,10.02,13.1,5.0,3.54,1.0,no
1989,FL,100.0,area_code_510,no,no,0.0,107.0,63.0,18.19,105.7,67.0,8.98,243.1,74,10.94,12.8,3.0,3.46,4.0,yes
1990,OK,75.0,area_code_415,yes,no,0.0,166.7,113.0,28.34,148.3,122.0,12.61,186.9,121,8.41,10.1,3.0,2.73,3.0,no
1991,MT,49.0,area_code_408,no,no,0.0,2050.6,91.0,40.22,1152.9,146.0,18.78,146.8,114,6.61,8.9,2.0,2.4,1.0,no
1992,TX,112.0,area_code_415,no,no,0.0,214.8,112.0,36.52,209.7,104.0,17.82,164.4,97,7.4,9.4,5.0,2.54,3.0,no
1993,KY,126.0,area_code_510,no,no,0.0,175.4,120.0,29.82,98.3,71.0,8.36,201.9,93,9.09,10.6,1.0,2.86,0.0,no
1994,IL,110.0,area_code_408,no,no,0.0,74.5,117.0,12.67,200.8,98.0,17.07,192.2,101,8.65,9.8,7.0,2.65,3.0,no
1995,AK,100.0,area_code_415,no,yes,29.0,2078.2,127.0,36.31,1107.9,82.0,14.95,207.2,100,9.32,8.9,3.0,2.4,1.0,no
1996,NV,124.0,area_code_408,no,no,0.0,151.1,123.0,25.69,187.4,104.0,15.93,255.4,93,11.49,5.3,3.0,1.43,1.0,no
1997,WI,107.0,area_code_510,no,yes,25.0,248.6,91.0,42.26,119.3,115.0,10.14,194.3,83,8.74,12.0,1.0,3.24,1.0,no
1998,NJ,59.0,area_code_510,no,no,0.0,195.0,58.0,33.15,198.5,88.0,16.87,304.3,110,13.69,14.8,9.0,4.0,0.0,no
1999,DE,97.0,area_code_415,no,yes,32.0,183.4,94.0,31.18,269.1,120.0,22.87,203.5,38,9.16,6.7,4.0,1.81,5.0,no
2000,MS,190.0,area_code_415,yes,no,0.0,2054.5,55.0,19.02,1155.0,124.0,18.96,243.2,81,10.94,10.0,7.0,2.7,3.0,no
2001,NC,43.0,area_code_415,no,no,0.0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79,8.82,10.8,2.0,2.92,1.0,no
2002,AL,,area_code_415,yes,no,0.0,237.7,98.0,40.41,207.1,121.0,17.6,182.2,95,8.2,4.5,4.0,1.22,0.0,no
2003,VT,48.0,area_code_415,no,no,0.0,197.7,64.0,33.61,136.7,126.0,11.62,244.4,81,11.0,13.2,5.0,3.56,4.0,no
2004,AL,91.0,area_code_408,yes,no,0.0,151.8,115.0,25.81,103.6,116.0,8.81,156.3,86,7.03,12.2,4.0,3.29,1.0,no
2005,MN,,area_code_415,no,yes,27.0,261.3,96.0,44.42,220.9,101.0,18.78,179.4,97,8.07,11.3,2.0,3.05,1.0,no
2006,OH,96.0,area_code_415,no,no,0.0,2026.0,128.0,18.12,1216.8,87.0,24.21,178.9,92,8.05,14.9,7.0,4.02,1.0,no
2007,HI,150.0,area_code_415,no,no,0.0,214.0,117.0,36.38,192.4,89.0,16.35,242.6,99,10.92,7.9,4.0,2.13,1.0,no
2008,MS,70.0,area_code_510,no,no,0.0,147.1,105.0,25.01,200.0,135.0,17.0,234.9,65,10.57,12.5,9.0,3.38,3.0,no
2009,OH,63.0,area_code_415,yes,yes,36.0,199.0,110.0,33.83,291.3,111.0,24.76,197.6,92,8.89,11.0,6.0,2.97,1.0,no
2010,LA,95.0,area_code_415,no,no,0.0,141.1,84.0,23.99,211.4,108.0,17.97,103.7,127,4.67,5.9,6.0,1.59,3.0,no
2011,MA,142.0,area_code_408,no,no,0.0,216.8,134.0,36.86,187.8,106.0,15.96,138.1,108,6.21,8.3,2.0,2.24,0.0,no
2012,MS,-68.0,area_code_415,no,yes,34.0,160.0,72.0,27.2,184.5,119.0,15.68,208.3,101,9.37,6.1,10.0,1.65,1.0,no
2013,AR,,area_code_415,no,no,,,,,,,,,99,,,,,,no
2014,CA,112.0,area_code_415,no,no,0.0,208.7,150.0,35.48,212.8,104.0,18.09,178.1,98,8.01,8.5,4.0,2.3,0.0,no
2015,NY,,area_code_415,no,no,,,,,,,,,89,,,,,,no
2016,IA,,area_code_510,no,no,,,,,,,,,108,,,,,,no
2017,NJ,,area_code_510,no,no,,,,,,,,,122,,,,,,no
2018,DE,92.0,area_code_415,no,yes,33.0,243.1,92.0,41.33,213.8,92.0,18.17,228.7,104,10.29,12.1,2.0,3.27,2.0,no
2019,MA,62.0,area_code_415,yes,no,0.0,159.7,86.0,27.15,197.5,76.0,16.79,121.6,105,5.47,13.9,6.0,3.75,0.0,yes
2020,ND,75.0,area_code_408,no,yes,24.0,225.5,119.0,38.34,182.0,108.0,15.47,270.9,106,12.19,9.4,2.0,2.54,3.0,no
2021,SD,87.0,area_code_415,no,yes,21.0,214.0,113.0,36.38,180.0,114.0,15.3,134.5,82,6.05,10.6,5.0,2.86,0.0,no
2022,MT,,area_code_510,no,no,0.0,189.8,101.0,32.27,147.7,80.0,12.55,172.7,121,7.77,10.6,5.0,2.86,1.0,no
2023,RI,65.0,area_code_415,no,no,0.0,111.0,51.0,18.87,219.8,84.0,18.68,202.0,89,9.09,4.4,14.0,1.19,1.0,no
2024,NC,75.0,area_code_408,no,no,0.0,203.3,70.0,34.56,228.9,97.0,19.46,222.2,118,10.0,14.3,3.0,3.86,1.0,no
2025,NV,71.0,area_code_415,yes,no,0.0,178.2,113.0,30.29,167.8,94.0,14.26,182.1,111,8.19,13.6,3.0,3.67,3.0,yes
2026,HI,106.0,area_code_415,no,no,0.0,147.9,97.0,25.14,209.3,99.0,17.79,162.1,80,7.29,8.8,5.0,2.38,2.0,no
2027,IN,76.0,area_code_415,no,no,0.0,204.2,100.0,34.71,292.6,139.0,24.87,244.3,105,10.99,10.5,2.0,2.84,0.0,no
2028,LA,75.0,area_code_510,yes,no,0.0,153.2,78.0,26.04,210.8,99.0,17.92,153.5,100,6.91,7.8,3.0,2.11,1.0,no
2029,AK,,area_code_408,no,yes,,,,,,,,,125,,,,,,no
2030,MD,117.0,area_code_415,no,yes,23.0,198.1,86.0,33.68,177.0,86.0,15.05,180.5,92,8.12,6.8,6.0,1.84,1.0,no
2031,RI,,area_code_415,no,yes,27.0,218.7,79.0,37.18,163.4,78.0,13.89,173.8,116,7.82,15.0,1.0,4.05,0.0,no
2032,NC,,area_code_510,no,yes,,,,,,,,,109,,,,,,no
2033,ND,71.0,area_code_510,no,no,0.0,238.0,82.0,40.46,278.5,94.0,23.67,193.1,134,8.69,11.8,10.0,3.19,0.0,yes
2034,RI,119.0,area_code_415,no,yes,29.0,2083.5,66.0,20.03,1188.8,114.0,21.83,147.6,76,6.64,7.6,3.0,2.05,3.0,no
2035,GA,44.0,area_code_510,no,no,0.0,288.1,112.0,48.98,258.0,92.0,21.93,192.4,90,8.66,10.2,4.0,2.75,3.0,yes
2036,RI,190.0,area_code_415,no,yes,26.0,116.7,71.0,19.84,145.9,88.0,12.4,175.1,103,7.88,9.9,3.0,2.67,1.0,no
2037,NH,67.0,area_code_415,no,yes,40.0,104.9,65.0,17.83,216.3,93.0,18.39,217.4,128,9.78,9.6,9.0,2.59,1.0,no
2038,MD,119.0,area_code_408,no,no,0.0,239.1,88.0,40.65,243.5,79.0,20.7,230.9,92,10.39,10.9,3.0,2.94,3.0,yes
2039,TX,70.0,area_code_510,no,no,0.0,59.5,103.0,10.12,257.2,106.0,21.86,208.3,86,9.37,11.1,6.0,3.0,0.0,no
2040,MN,158.0,area_code_408,no,no,0.0,209.9,112.0,35.68,221.3,82.0,18.81,210.0,93,9.45,8.2,3.0,2.21,1.0,no
2041,ND,,area_code_415,no,yes,36.0,123.7,125.0,21.03,172.6,106.0,14.67,280.5,127,12.62,8.8,4.0,2.38,1.0,yes
2042,CT,54.0,area_code_415,no,yes,33.0,161.8,73.0,27.51,273.0,58.0,23.21,153.9,76,6.93,13.7,4.0,3.7,0.0,no
2043,HI,105.0,area_code_415,no,no,0.0,281.3,124.0,47.82,301.5,96.0,25.63,202.8,109,9.13,8.7,3.0,2.35,0.0,yes
2044,OH,84.0,area_code_408,yes,no,0.0,299.4,71.0,50.9,61.9,88.0,5.26,196.9,89,8.86,6.6,7.0,1.78,2.0,no
2045,VA,104.0,area_code_415,no,yes,23.0,2030.9,136.0,47.63,1152.5,92.0,18.74,136.9,102,6.16,13.3,3.0,3.59,4.0,no
2046,NM,93.0,area_code_415,no,no,0.0,239.8,70.0,40.77,251.8,99.0,21.4,168.6,112,7.59,10.9,10.0,2.94,1.0,no
2047,WY,96.0,area_code_408,no,no,0.0,144.0,102.0,24.48,224.7,73.0,19.1,227.7,91,10.25,10.0,7.0,2.7,1.0,no
2048,AL,131.0,area_code_415,no,yes,25.0,192.7,85.0,32.76,225.9,105.0,19.2,254.2,59,11.44,10.9,6.0,2.94,2.0,no
2049,MA,42.0,area_code_408,no,no,0.0,2073.9,134.0,41.0,1048.5,114.0,9.9,152.2,91,6.85,10.6,4.0,2.86,0.0,no
2050,NE,80.0,area_code_415,no,no,0.0,127.8,67.0,21.73,181.6,112.0,15.44,197.3,63,8.88,15.9,2.0,4.29,2.0,no
2051,GA,132.0,area_code_415,no,no,0.0,2043.2,132.0,30.04,1176.1,80.0,20.75,176.3,120,7.93,9.1,4.0,2.46,2.0,no
2052,KY,107.0,area_code_415,no,no,0.0,157.1,79.0,26.71,162.6,124.0,13.82,150.0,138,6.75,12.1,6.0,3.27,1.0,no
2053,ID,109.0,area_code_415,no,no,0.0,184.1,143.0,31.3,211.7,105.0,17.99,243.0,116,10.93,9.9,,2.67,1.0,no
2054,MI,,area_code_510,no,no,,,,,,,,,136,,,,,,no
2055,OH,132.0,area_code_415,no,yes,10.0,1901.8,54.0,31.09,1224.4,68.0,24.85,142.3,116,6.4,11.5,4.0,3.11,0.0,no
2056,IA,75.0,area_code_415,no,no,-1.0,138.5,110.0,23.55,153.2,86.0,13.02,215.6,103,9.7,11.1,7.0,3.0,1.0,no
2057,GA,120.0,area_code_408,no,no,0.0,98.2,99.0,16.69,,85.0,15.87,146.7,96,6.6,9.3,4.0,2.51,2.0,no
2058,IN,154.0,area_code_510,no,yes,32.0,192.3,82.0,32.69,165.3,134.0,14.05,205.0,74,9.23,9.0,1.0,2.43,2.0,no
2059,LA,115.0,area_code_415,no,yes,26.0,170.5,107.0,28.99,217.2,77.0,18.46,225.7,71,10.16,13.6,5.0,3.67,6.0,no
2060,CA,158.0,area_code_510,no,no,0.0,155.9,123.0,26.5,224.2,112.0,19.06,221.0,116,9.95,8.6,8.0,2.32,2.0,no
2061,NH,78.0,area_code_408,no,no,0.0,2017.1,116.0,27.59,1124.4,86.0,16.35,240.6,100,10.83,10.1,3.0,2.73,2.0,no
2062,ND,-82.0,area_code_415,no,yes,29.0,163.8,77.0,27.85,134.9,112.0,11.47,79.3,95,3.57,8.8,2.0,2.38,2.0,no
2063,MN,52.0,area_code_415,no,yes,32.0,130.1,68.0,22.12,247.2,77.0,21.01,289.4,87,13.02,13.5,5.0,3.65,2.0,no
2064,VA,94.0,area_code_415,yes,no,0.0,235.6,131.0,40.05,,107.0,16.56,170.6,93,7.68,8.6,4.0,2.32,1.0,no
2065,VA,118.0,area_code_415,no,no,0.0,2071.6,112.0,26.28,1116.2,105.0,15.66,217.4,102,9.78,12.6,5.0,3.4,2.0,no
2066,ID,77.0,area_code_510,no,yes,29.0,2055.5,89.0,35.89,1155.5,97.0,19.0,148.4,106,6.68,9.7,9.0,2.62,2.0,no
2067,OH,160.0,area_code_415,no,no,0.0,2117.2,66.0,35.07,1173.1,109.0,20.49,227.8,102,10.25,11.7,6.0,3.16,0.0,no
2068,KS,,area_code_415,no,yes,,,,,,,,,110,,,,,,no
2069,IL,58.0,area_code_415,yes,yes,43.0,142.8,96.0,24.28,272.3,100.0,23.15,193.4,105,8.7,8.9,4.0,2.4,1.0,no
2070,MA,112.0,area_code_415,no,yes,17.0,183.2,95.0,31.14,252.8,125.0,21.49,156.7,95,7.05,9.7,3.0,2.62,0.0,no
2071,CA,116.0,area_code_415,no,yes,34.0,268.6,83.0,45.66,178.2,142.0,15.15,166.3,106,7.48,11.6,3.0,3.13,2.0,no
2072,MD,84.0,area_code_510,no,no,0.0,169.5,96.0,28.82,157.6,94.0,13.4,98.2,70,4.42,10.6,7.0,2.86,0.0,no
2073,MD,51.0,area_code_510,no,yes,28.0,276.7,121.0,47.04,203.7,99.0,17.31,246.2,88,11.08,8.3,3.0,2.24,0.0,no
2074,AL,67.0,area_code_415,no,yes,28.0,95.0,94.0,16.15,291.2,73.0,24.75,159.6,114,7.18,10.0,2.0,2.7,2.0,no
2075,NJ,45.0,area_code_510,no,no,0.0,155.7,110.0,26.47,260.3,103.0,22.13,192.2,98,8.65,11.0,1.0,2.97,1.0,no
2076,MT,72.0,area_code_415,no,no,0.0,253.0,73.0,43.01,219.3,78.0,18.64,210.8,89,9.49,9.8,4.0,2.65,0.0,no
2077,VA,,area_code_408,no,no,,,,,,,,,81,,,,,,no
2078,MT,78.0,area_code_415,no,no,0.0,191.7,122.0,32.59,241.4,88.0,20.52,203.5,86,9.16,9.1,5.0,2.46,1.0,no
2079,DE,90.0,area_code_415,no,no,0.0,198.5,124.0,33.75,266.6,100.0,22.66,243.3,80,10.95,8.0,7.0,2.16,2.0,no
2080,TX,-50.0,area_code_408,no,yes,31.0,302.7,93.0,51.46,240.5,119.0,20.44,193.9,103,8.73,13.6,14.0,3.67,3.0,no
2081,KS,47.0,area_code_510,yes,no,0.0,47.8,120.0,8.13,178.9,123.0,15.21,152.6,96,6.87,13.3,7.0,3.59,0.0,yes
2082,MI,,area_code_510,no,no,,,,,,,,,74,,,,,,no
2083,OH,-68.0,area_code_415,yes,yes,24.0,125.7,92.0,21.37,275.9,98.0,23.45,214.5,108,9.65,14.2,6.0,3.83,3.0,yes
2084,IN,,area_code_415,yes,yes,22.0,196.0,82.0,33.32,322.7,82.0,27.43,225.6,120,10.15,3.7,5.0,1.0,1.0,no
2085,WY,,area_code_408,no,no,0.0,109.0,69.0,18.53,265.8,98.0,22.59,228.3,80,10.27,12.6,2.0,3.4,1.0,no
2086,AK,115.0,area_code_415,no,no,0.0,2021.1,120.0,35.8,1085.1,84.0,13.01,262.2,79,11.8,11.0,5.0,2.97,0.0,no
2087,CO,63.0,area_code_408,yes,yes,21.0,151.5,99.0,25.76,147.8,89.0,12.56,210.4,114,9.47,10.0,4.0,2.7,1.0,no
2088,VA,90.0,area_code_408,no,no,0.0,222.0,93.0,37.74,187.0,103.0,15.9,282.3,124,12.7,12.4,6.0,3.35,2.0,no
2089,MS,103.0,area_code_415,no,no,0.0,129.3,103.0,21.98,202.8,89.0,17.24,233.0,126,10.49,12.9,2.0,3.48,2.0,no
2090,MT,,area_code_510,no,no,0.0,169.4,107.0,28.8,197.2,71.0,16.76,202.2,79,9.1,10.7,4.0,2.89,1.0,no
2091,HI,146.0,area_code_510,no,no,0.0,2046.9,77.0,32.18,1087.9,128.0,13.25,186.0,83,8.37,7.4,3.0,2.0,0.0,no
2092,HI,105.0,area_code_510,no,no,0.0,125.4,116.0,21.32,261.5,95.0,22.23,241.6,104,10.87,11.4,9.0,3.08,2.0,no
2093,MT,85.0,area_code_408,no,yes,17.0,2115.8,88.0,15.27,1165.2,75.0,19.82,165.7,116,7.46,9.3,7.0,2.51,4.0,yes
2094,IL,,area_code_415,no,no,,,,,,,,,108,,,,,,no
2095,OR,94.0,area_code_415,no,no,0.0,234.4,103.0,39.85,279.3,109.0,23.74,234.2,121,10.54,2.0,2.0,0.54,1.0,yes
2096,VA,163.0,area_code_415,no,no,-7.0,202.9,100.0,34.49,178.6,46.0,15.18,203.8,116,9.17,12.8,3.0,3.46,5.0,no
2097,UT,,area_code_415,no,no,,,,,,,,,81,,,,,,no
2098,ID,96.0,area_code_408,no,no,0.0,170.5,86.0,28.99,277.5,88.0,23.59,162.5,117,7.31,12.2,6.0,3.29,1.0,no
2099,NY,140.0,area_code_415,no,no,0.0,235.5,81.0,40.04,257.2,130.0,21.86,103.1,111,4.64,11.5,4.0,3.11,2.0,no
2100,NY,40.0,area_code_408,no,no,0.0,242.5,82.0,41.23,232.9,97.0,19.8,154.0,86,6.93,9.6,7.0,2.59,0.0,no
2101,FL,79.0,area_code_510,no,no,0.0,130.2,119.0,22.13,290.9,121.0,24.73,194.8,140,8.77,14.0,6.0,3.78,3.0,no
2102,NJ,83.0,area_code_415,no,no,0.0,1954.4,102.0,30.4,1099.9,84.0,14.27,178.9,65,8.05,8.6,4.0,2.32,3.0,no
2103,VT,107.0,area_code_510,no,no,0.0,189.7,76.0,32.25,156.1,65.0,13.27,244.0,91,10.98,8.3,3.0,2.24,5.0,no
2104,MD,75.0,area_code_415,no,yes,39.0,198.2,107.0,33.69,280.4,132.0,23.83,129.6,73,5.83,11.3,7.0,3.05,1.0,no
2105,SD,125.0,area_code_510,no,yes,34.0,268.4,112.0,45.63,222.2,108.0,18.89,117.6,102,5.29,10.3,3.0,2.78,0.0,no
2106,NJ,42.0,area_code_415,no,yes,32.0,163.8,80.0,27.85,177.8,123.0,15.11,190.4,106,8.57,8.1,5.0,2.19,0.0,no
2107,OH,102.0,area_code_415,no,no,0.0,114.8,125.0,19.52,81.9,126.0,6.96,304.3,101,13.69,12.0,,3.24,0.0,no
2108,AZ,97.0,area_code_408,no,yes,25.0,141.0,101.0,23.97,212.0,85.0,18.02,175.2,138,7.88,4.9,2.0,1.32,3.0,no
2109,VT,75.0,area_code_510,no,no,0.0,209.4,133.0,35.6,211.5,121.0,17.98,291.2,123,13.1,7.2,4.0,1.94,1.0,no
2110,IA,76.0,area_code_510,no,no,0.0,2088.1,130.0,33.71,1149.1,86.0,18.45,188.4,96,8.48,12.5,3.0,3.38,0.0,no
2111,WA,46.0,area_code_510,no,no,0.0,90.4,108.0,15.37,,77.0,23.48,146.5,111,6.59,12.7,2.0,3.43,1.0,no
2112,SC,38.0,area_code_415,no,yes,31.0,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104,13.45,3.9,2.0,1.05,0.0,no
2113,MN,24.0,area_code_510,no,yes,25.0,164.9,110.0,28.03,209.3,105.0,17.79,231.2,55,10.4,6.7,,1.81,1.0,no
2114,FL,91.0,area_code_510,no,no,0.0,203.1,106.0,34.53,210.1,113.0,17.86,195.6,129,8.8,12.0,3.0,3.24,3.0,no
2115,ND,104.0,area_code_415,no,no,0.0,118.5,92.0,20.15,177.8,109.0,15.11,255.7,98,11.51,12.1,4.0,3.27,1.0,no
2116,ND,120.0,area_code_415,no,no,0.0,177.2,88.0,30.12,270.4,99.0,22.98,231.5,90,10.42,14.0,2.0,3.78,2.0,no
2117,AR,116.0,area_code_408,no,no,0.0,173.5,93.0,29.5,194.1,76.0,16.5,208.0,112,9.36,16.2,10.0,4.37,3.0,no
2118,PA,171.0,area_code_415,no,yes,25.0,223.2,77.0,37.94,183.2,118.0,15.57,150.8,90,6.79,10.2,3.0,2.75,3.0,no
2119,AZ,67.0,area_code_415,no,no,-3.0,210.7,116.0,35.82,219.2,86.0,18.63,179.7,83,8.09,7.2,6.0,1.94,1.0,no
